Accident_ID,Latitude,Longitude,Date,Time,Day_of_Week,Traffic_Volume,Road_Type,Speed_Limit,Weather_Condition,Visibility,Lighting_Condition,Proximity_to_Intersection,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Pedestrian_Involved,Driver_Distraction
A00205,9.3995,77.4597,2024-02-07,00:51:53,Wednesday,858,Urban,30,Clear,1592,Night,90,1,1,1,Yes,None
A00206,10.1948,74.2929,2024-11-03,06:15:14,Sunday,1888,Residential,70,Overcast,1133,Daylight,95,3,1,0,No,Mobile
A00207,8.0753,74.2346,2024-09-27,07:53:17,Sunday,1650,Urban,60,Fog,1056,Daylight,95,3,2,2,Yes,Mobile
A00208,8.7762,74.268,2024-07-26,14:04:07,Sunday,1587,Urban,30,Overcast,641,Night,24,3,3,3,Yes,None
A00209,8.3773,76.6936,2024-05-30,07:50:22,Friday,1227,Residential,30,Rain,784,Daylight,28,2,4,0,No,Alcohol
A00210,12.3532,77.4663,2024-09-19,10:18:02,Tuesday,1626,Residential,40,Overcast,649,Night,136,1,1,3,Yes,Fatigue
A00211,10.2585,74.9445,2024-07-19,22:11:34,Saturday,1067,Residential,40,Rain,933,Night,121,3,3,1,Yes,Mobile
A00212,9.4642,76.4157,2024-12-31,03:10:22,Saturday,779,Highway,40,Overcast,792,Daylight,156,2,2,1,No,Fatigue
A00213,8.7944,75.6821,2024-08-21,11:01:58,Sunday,616,Highway,40,Clear,1518,Night,185,2,2,0,No,Alcohol
A00214,12.4756,75.143,2024-08-09,05:18:11,Tuesday,1694,Highway,60,Clear,1867,Daylight,20,3,4,0,Yes,None
A00215,11.5357,74.2139,2024-08-13,03:14:20,Sunday,1182,Highway,70,Fog,935,Daylight,159,2,1,1,No,Mobile
A00216,8.4913,75.7587,2024-03-23,22:12:51,Monday,1505,Residential,50,Clear,1331,Night,20,3,3,3,Yes,Fatigue
A00217,11.8236,76.34,2024-06-25,02:48:49,Monday,804,Highway,30,Fog,1573,Night,44,1,3,1,Yes,Fatigue
A00218,12.4113,75.1864,2024-09-04,10:30:35,Monday,1233,Residential,30,Rain,1948,Night,15,1,2,0,Yes,Fatigue
A00219,8.338,76.496,2024-07-27,16:55:42,Thursday,1034,Highway,70,Fog,1126,Daylight,142,1,1,2,Yes,Fatigue
A00220,11.7776,74.9844,2024-02-27,16:16:47,Thursday,906,Urban,30,Clear,1889,Daylight,79,1,4,3,Yes,Fatigue
A00221,8.4788,77.3279,2024-08-15,18:38:58,Thursday,1574,Residential,50,Fog,295,Daylight,10,2,3,2,Yes,None
A00222,10.6388,74.5304,2024-09-19,13:04:39,Friday,809,Residential,50,Overcast,1342,Daylight,131,2,1,2,Yes,Fatigue
A00223,12.1064,75.0147,2024-11-20,18:46:16,Thursday,1234,Highway,30,Clear,111,Night,189,3,1,3,No,Fatigue
A00224,8.5695,74.669,2024-02-25,03:57:12,Monday,1857,Urban,40,Rain,109,Daylight,101,2,2,0,Yes,Mobile
A00225,12.1296,76.832,2024-08-31,14:40:09,Tuesday,1002,Urban,30,Overcast,1705,Daylight,70,3,1,3,No,None
A00226,11.9413,76.6752,2024-01-10,20:36:56,Tuesday,754,Highway,40,Rain,1077,Daylight,198,3,2,0,Yes,Alcohol
A00227,11.4595,75.3189,2024-08-15,21:40:35,Tuesday,576,Residential,40,Clear,1538,Daylight,34,2,2,0,No,Mobile
A00228,9.8768,77.3134,2024-03-02,05:23:18,Tuesday,746,Urban,40,Clear,1566,Night,52,3,1,3,Yes,Alcohol
A00229,8.2866,76.1775,2024-02-25,14:16:11,Wednesday,1652,Highway,70,Overcast,839,Daylight,148,3,3,3,No,Mobile
A00230,9.9949,74.0047,2024-01-15,01:16:51,Saturday,1431,Residential,60,Overcast,473,Night,195,2,1,3,No,Alcohol
A00231,9.8982,74.4731,2024-08-26,10:06:55,Tuesday,935,Residential,50,Rain,1138,Night,108,3,4,3,No,None
A00232,10.9856,75.7943,2024-01-22,18:56:44,Saturday,963,Residential,40,Rain,317,Daylight,16,3,2,1,Yes,Mobile
A00233,9.838,77.4446,2024-04-28,10:09:06,Tuesday,1151,Highway,70,Rain,707,Night,92,2,4,2,No,Fatigue
A00234,11.9943,76.0476,2024-03-25,08:10:37,Tuesday,320,Highway,40,Clear,1366,Night,78,1,1,0,Yes,None
A00235,10.9522,76.7877,2024-08-21,03:33:43,Tuesday,1769,Residential,60,Fog,392,Daylight,40,2,2,3,Yes,Alcohol
A00236,9.3994,75.3754,2024-10-28,18:52:16,Friday,338,Highway,30,Fog,1126,Daylight,94,2,3,0,Yes,None
A00237,9.0154,77.271,2024-06-23,11:13:23,Tuesday,704,Residential,40,Rain,734,Daylight,59,1,1,1,No,None
A00238,8.751,76.9846,2024-09-15,05:53:50,Wednesday,1383,Urban,70,Rain,1394,Night,69,3,2,1,Yes,Mobile
A00239,12.387,77.0137,2024-10-28,23:26:38,Thursday,1727,Residential,40,Overcast,384,Daylight,170,3,1,1,Yes,Fatigue
A00240,9.2651,75.9845,2024-06-27,16:07:05,Wednesday,1810,Highway,50,Clear,117,Night,77,3,4,0,No,None
A00241,11.4511,75.8302,2024-05-14,21:27:52,Wednesday,241,Highway,60,Overcast,1914,Night,165,3,4,3,Yes,None
A00242,8.7677,75.9945,2024-08-26,18:28:42,Thursday,1506,Highway,50,Rain,1959,Night,154,2,2,0,No,Fatigue
A00243,8.0548,75.2625,2024-12-25,01:34:19,Monday,1243,Residential,50,Overcast,838,Daylight,125,1,4,0,No,None
A00244,12.4947,74.3401,2024-12-22,16:33:37,Friday,688,Urban,30,Rain,313,Night,126,1,3,3,No,Mobile
A00245,10.2225,77.4529,2024-08-21,20:48:30,Tuesday,1853,Urban,30,Rain,536,Daylight,74,2,3,3,No,None
A00246,8.3594,74.4603,2024-08-07,06:26:15,Friday,1164,Residential,70,Rain,444,Daylight,115,2,3,0,No,None
A00247,9.6022,76.588,2024-04-05,04:31:23,Thursday,311,Residential,70,Fog,822,Night,131,1,2,0,Yes,Alcohol
A00248,8.3031,75.2344,2024-07-27,19:45:50,Monday,1821,Residential,50,Overcast,1134,Night,40,3,2,1,No,Alcohol
A00249,11.9026,77.3717,2024-02-24,22:57:28,Wednesday,425,Urban,50,Overcast,1181,Daylight,15,2,3,1,Yes,Fatigue
A00250,11.5165,75.2672,2024-08-08,00:28:25,Thursday,1940,Highway,40,Rain,1572,Night,71,1,4,0,Yes,Alcohol
A00251,8.8238,76.114,2024-11-02,07:11:59,Sunday,411,Urban,70,Rain,1092,Night,100,2,2,3,Yes,None
A00252,12.4666,76.4816,2024-01-09,16:41:14,Tuesday,916,Urban,30,Clear,1663,Daylight,25,1,3,2,No,Alcohol
A00253,12.0177,76.8297,2024-03-28,17:56:52,Wednesday,360,Residential,30,Clear,1288,Daylight,198,1,3,3,No,Mobile
A00254,8.794,75.8368,2024-06-24,17:46:28,Monday,871,Residential,50,Rain,596,Daylight,55,1,3,3,Yes,Mobile
A00255,8.1803,76.8131,2024-07-24,07:56:57,Sunday,1921,Highway,30,Rain,1376,Daylight,17,2,3,3,No,Alcohol
A00256,12.1084,75.3956,2024-08-19,05:47:35,Monday,419,Urban,40,Clear,1707,Daylight,140,1,4,2,Yes,None
A00257,9.1441,76.2122,2024-09-03,22:13:31,Sunday,799,Highway,40,Rain,1803,Night,139,3,1,1,No,Alcohol
A00258,11.8017,77.0889,2024-03-22,10:10:00,Tuesday,958,Residential,40,Rain,761,Night,131,2,4,3,Yes,None
A00259,8.7752,75.6686,2024-05-26,03:21:22,Thursday,448,Residential,40,Overcast,1117,Daylight,64,3,2,0,No,None
A00260,10.9306,77.2925,2024-06-24,02:23:39,Tuesday,1520,Residential,70,Overcast,1553,Night,99,3,4,1,Yes,None
A00261,8.1274,75.936,2024-01-15,02:09:11,Tuesday,1643,Residential,70,Clear,971,Daylight,42,3,3,0,No,Mobile
A00262,11.351,77.292,2024-07-15,17:03:36,Sunday,267,Urban,70,Rain,422,Night,110,1,3,1,No,Alcohol
A00263,8.8026,74.4476,2024-06-10,04:39:53,Saturday,1317,Highway,30,Clear,597,Night,142,3,3,0,Yes,None
A00264,11.5812,74.4457,2024-07-20,11:08:08,Thursday,1559,Highway,50,Rain,126,Daylight,57,3,4,2,No,Alcohol
A00265,10.6628,75.0967,2024-12-20,01:02:58,Tuesday,307,Residential,50,Overcast,1119,Daylight,38,1,4,3,Yes,None
A00266,9.5227,76.8348,2024-06-20,14:47:38,Monday,674,Highway,70,Clear,1912,Daylight,197,3,2,1,Yes,None
A00267,9.6251,75.8941,2024-12-22,15:28:00,Monday,297,Urban,60,Overcast,1643,Night,95,1,3,3,Yes,None
A00268,8.5662,74.9994,2024-12-13,00:00:43,Saturday,791,Highway,30,Overcast,1792,Night,53,1,3,2,No,None
A00269,8.369,77.149,2024-03-27,13:58:06,Thursday,1580,Highway,40,Fog,1633,Night,115,1,3,3,No,Alcohol
A00270,9.2479,75.0462,2024-03-31,22:52:56,Thursday,427,Highway,30,Overcast,1549,Night,18,2,3,2,No,Alcohol
A00271,10.6343,75.5765,2024-07-22,01:22:14,Saturday,632,Highway,30,Clear,388,Night,114,2,1,1,Yes,Mobile
A00272,8.2666,74.7261,2024-01-24,12:13:41,Monday,263,Residential,70,Fog,570,Night,177,2,3,2,Yes,Fatigue
A00273,11.735,75.2828,2024-12-24,09:48:13,Friday,805,Urban,30,Rain,910,Daylight,80,1,2,3,Yes,Mobile
A00274,10.3487,76.2891,2024-11-17,17:41:12,Monday,1206,Urban,70,Fog,1906,Night,121,3,2,2,No,Alcohol
A00275,10.1135,74.648,2024-04-10,02:12:07,Sunday,1076,Residential,40,Rain,103,Daylight,188,3,2,0,No,Mobile
A00276,8.7017,77.2501,2024-03-11,02:11:28,Wednesday,618,Residential,40,Clear,1895,Night,171,3,4,3,Yes,Mobile
A00277,9.0129,75.6715,2024-05-04,07:45:32,Friday,1979,Urban,70,Fog,931,Night,80,2,3,1,Yes,Mobile
A00278,10.2376,74.7579,2024-01-06,20:45:16,Wednesday,1421,Highway,60,Overcast,1102,Night,158,1,4,2,Yes,None
A00279,9.3722,75.4301,2024-05-27,02:25:20,Saturday,943,Urban,60,Overcast,236,Night,115,1,1,2,Yes,Mobile
A00280,11.7309,76.5715,2024-08-23,12:01:29,Monday,1744,Highway,70,Clear,1082,Daylight,73,3,3,0,Yes,Alcohol
A00281,8.408,75.4976,2024-08-03,12:29:07,Friday,444,Residential,30,Rain,384,Daylight,53,1,4,0,Yes,Alcohol
A00282,8.6106,76.5283,2024-11-24,17:02:37,Monday,1817,Urban,60,Fog,1470,Night,28,2,2,1,No,None
A00283,8.5402,74.6785,2024-01-30,15:36:08,Monday,1562,Highway,50,Fog,526,Daylight,31,2,4,2,No,Mobile
A00284,8.7102,76.0991,2024-12-04,05:58:35,Tuesday,1725,Residential,30,Overcast,444,Daylight,109,2,4,0,Yes,None
A00285,8.0242,76.931,2024-06-20,19:52:54,Friday,1327,Residential,60,Overcast,1357,Daylight,61,2,2,2,No,Alcohol
A00286,11.0243,75.1813,2024-12-12,00:32:50,Sunday,1640,Highway,40,Overcast,854,Daylight,86,2,3,1,No,None
A00287,9.4116,74.7943,2024-02-22,10:39:00,Wednesday,1110,Highway,50,Fog,1621,Daylight,134,2,3,3,Yes,Alcohol
A00288,12.43,75.9004,2024-06-14,12:16:37,Tuesday,1969,Residential,60,Rain,303,Daylight,96,2,2,0,No,Alcohol
A00289,12.3384,74.4269,2024-07-19,11:58:52,Sunday,873,Residential,60,Rain,1673,Night,56,1,4,3,Yes,Mobile
A00290,9.5399,75.9446,2024-03-08,20:39:16,Friday,1978,Urban,30,Rain,1101,Night,138,2,2,2,No,None
A00291,9.4662,75.8522,2024-11-21,05:35:59,Tuesday,237,Residential,70,Fog,1910,Night,181,3,2,0,Yes,Alcohol
A00292,10.2215,75.7092,2024-02-12,20:55:57,Monday,918,Urban,30,Clear,979,Daylight,16,3,3,0,No,Fatigue
A00293,8.1207,76.7478,2024-01-27,13:57:18,Saturday,1931,Highway,30,Rain,1398,Daylight,122,3,3,0,Yes,Fatigue
A00294,11.0795,75.99,2024-03-02,14:03:39,Monday,1505,Highway,50,Rain,1867,Daylight,104,3,4,2,Yes,Alcohol
A00295,12.465,75.0524,2024-11-20,21:30:52,Friday,1340,Highway,50,Fog,694,Daylight,32,1,2,1,Yes,Mobile
A00296,10.1327,76.3178,2024-12-10,06:01:52,Friday,1944,Highway,30,Rain,1621,Night,82,3,1,1,Yes,None
A00297,12.4703,76.0795,2024-06-14,08:24:07,Tuesday,1180,Residential,70,Rain,645,Daylight,67,1,3,0,Yes,None
A00298,11.8806,75.161,2024-04-18,03:07:12,Saturday,903,Residential,30,Fog,392,Night,140,1,4,1,Yes,None
A00299,8.1809,74.6855,2024-03-24,13:07:57,Sunday,792,Urban,60,Clear,1735,Night,25,3,3,2,Yes,None
A00300,8.5352,75.1657,2024-03-23,03:21:11,Saturday,1550,Residential,50,Overcast,299,Daylight,47,1,2,1,Yes,None
A00301,10.6903,76.9745,2024-07-03,06:23:02,Friday,1481,Urban,50,Clear,1587,Night,28,3,1,0,Yes,Alcohol
A00302,8.3716,77.4093,2024-02-09,11:30:39,Thursday,943,Highway,30,Fog,1818,Night,43,2,2,2,No,None
A00303,8.91,76.5469,2024-04-03,11:31:06,Wednesday,459,Highway,70,Clear,776,Night,155,1,1,0,Yes,Alcohol
A00304,12.3278,77.1204,2024-07-10,09:29:25,Friday,471,Residential,60,Fog,1717,Night,142,3,4,0,No,Alcohol
A00305,10.3068,75.8567,2024-09-07,03:11:34,Wednesday,1143,Residential,70,Fog,1465,Daylight,98,3,3,3,No,Mobile
A00306,11.4385,76.0813,2024-04-07,18:27:45,Monday,1933,Residential,30,Clear,1221,Daylight,38,1,4,2,Yes,Fatigue
A00307,12.1311,74.9461,2024-05-02,21:34:52,Thursday,1906,Residential,60,Rain,824,Night,34,2,3,2,Yes,Mobile
A00308,8.9359,76.7008,2024-05-01,03:40:25,Thursday,1382,Residential,70,Clear,904,Daylight,185,1,2,1,Yes,Mobile
A00309,9.111,76.6553,2024-10-14,02:59:55,Sunday,1171,Residential,40,Clear,258,Daylight,85,1,4,1,No,None
A00310,8.3334,76.7236,2024-09-07,15:58:38,Sunday,293,Highway,50,Clear,845,Night,40,3,1,0,Yes,Alcohol
A00311,10.8329,76.7861,2024-06-21,22:16:24,Monday,1726,Urban,40,Fog,125,Night,47,1,4,3,No,Mobile
A00312,12.38,75.0652,2024-09-17,22:21:00,Thursday,1620,Urban,70,Fog,164,Daylight,186,2,2,2,No,Alcohol
A00313,10.0755,76.3586,2024-06-10,08:44:27,Friday,1879,Highway,60,Rain,1874,Daylight,151,3,1,3,No,Fatigue
A00314,11.294,76.2597,2024-04-20,07:54:09,Saturday,1751,Urban,50,Overcast,585,Daylight,73,1,4,2,Yes,Fatigue
A00315,9.1077,74.9224,2024-03-25,19:35:58,Monday,1693,Highway,70,Rain,1740,Daylight,162,2,2,0,Yes,None
A00316,11.5221,75.3103,2024-03-07,04:00:12,Monday,1211,Residential,70,Overcast,1043,Daylight,182,1,1,2,No,Mobile
A00317,8.6707,75.9645,2024-09-19,05:01:14,Wednesday,224,Residential,60,Fog,1090,Night,64,2,1,1,No,None
A00318,9.2634,74.5177,2024-05-05,07:06:56,Monday,431,Urban,70,Clear,978,Night,135,3,1,0,No,Alcohol
A00319,9.1945,76.1992,2024-05-03,22:55:16,Sunday,870,Urban,60,Clear,591,Daylight,189,3,2,2,Yes,Fatigue
A00320,8.2576,77.0019,2024-09-18,01:48:37,Monday,614,Highway,40,Overcast,1037,Night,24,2,4,3,Yes,Alcohol
A00321,11.8541,74.7244,2024-12-26,21:42:49,Tuesday,487,Urban,30,Rain,1246,Daylight,155,3,1,2,Yes,Mobile
A00322,11.3014,75.7722,2024-01-03,13:46:00,Saturday,924,Residential,50,Fog,811,Night,170,2,2,0,Yes,Fatigue
A00323,10.0526,75.9784,2024-10-31,02:06:11,Thursday,263,Urban,60,Rain,1859,Daylight,99,2,2,2,Yes,Mobile
A00324,10.1233,76.3889,2024-12-28,05:09:09,Friday,1601,Residential,60,Fog,247,Night,120,2,4,3,Yes,Mobile
A00325,8.7249,76.0251,2024-01-09,03:36:03,Saturday,1557,Urban,50,Overcast,547,Night,145,3,2,0,No,Mobile
A00326,9.1428,76.9612,2024-11-22,23:34:37,Friday,1895,Highway,60,Rain,440,Daylight,127,3,1,1,Yes,Fatigue
A00327,11.0248,76.2293,2024-06-11,22:57:52,Saturday,1112,Urban,30,Clear,335,Night,177,1,2,1,Yes,Mobile
A00328,12.1151,75.1746,2024-01-09,01:06:21,Saturday,1635,Residential,60,Rain,191,Daylight,25,3,2,2,Yes,Alcohol
A00329,10.1057,75.8145,2024-04-06,04:01:52,Saturday,1860,Residential,60,Fog,1410,Night,57,1,2,0,Yes,Mobile
A00330,12.387,75.4977,2024-09-15,00:50:51,Tuesday,1957,Residential,60,Overcast,1251,Night,156,2,4,0,Yes,Mobile
A00331,9.6505,74.4115,2024-01-06,08:07:50,Monday,509,Highway,50,Overcast,426,Night,175,3,3,3,Yes,None
A00332,8.6928,77.3583,2024-01-21,17:28:04,Wednesday,1589,Residential,50,Fog,803,Daylight,61,1,2,3,Yes,None
A00333,8.9795,77.1026,2024-10-29,09:16:42,Sunday,828,Highway,30,Clear,486,Daylight,110,3,1,1,No,Alcohol
A00334,8.4716,75.9198,2024-10-25,13:58:10,Saturday,1966,Urban,40,Rain,767,Night,149,1,2,0,No,Fatigue
A00335,8.5751,74.3168,2024-10-26,01:38:42,Friday,866,Residential,60,Rain,1049,Night,43,1,1,3,Yes,Fatigue
A00336,11.7703,76.668,2024-01-25,22:49:56,Sunday,1456,Highway,60,Clear,345,Daylight,100,1,3,0,Yes,None
A00337,10.9998,75.1074,2024-12-01,12:59:14,Sunday,510,Highway,40,Fog,1089,Daylight,44,3,2,3,Yes,Fatigue
A00338,8.8416,76.7431,2024-06-08,16:50:40,Tuesday,1314,Urban,60,Fog,107,Night,113,2,4,3,Yes,Mobile
A00339,8.9336,77.1447,2024-03-01,12:02:08,Sunday,1799,Urban,40,Fog,822,Night,189,1,4,0,Yes,Fatigue
A00340,12.2754,75.3042,2024-02-21,01:39:33,Wednesday,1833,Urban,50,Fog,536,Night,62,2,3,1,No,Fatigue
A00341,11.1516,76.8118,2024-12-14,20:41:27,Tuesday,1977,Residential,40,Fog,355,Night,38,1,2,0,No,None
A00342,8.8799,75.4503,2024-10-28,16:11:50,Thursday,814,Urban,40,Clear,548,Night,33,2,1,2,Yes,None
A00343,11.0659,75.6823,2024-05-06,18:27:09,Friday,1310,Residential,50,Fog,1943,Daylight,32,3,3,2,No,None
A00344,10.562,75.8749,2024-09-28,16:50:18,Tuesday,1012,Residential,70,Clear,1351,Daylight,162,3,3,2,Yes,Mobile
A00345,9.3547,75.6961,2024-11-20,15:57:18,Wednesday,652,Residential,70,Clear,1002,Night,78,3,2,2,No,None
A00346,10.8803,76.9016,2024-01-17,20:51:14,Saturday,1358,Urban,60,Rain,428,Night,66,1,3,3,Yes,Mobile
A00347,12.4489,75.4073,2024-07-28,22:04:27,Monday,1128,Residential,40,Fog,1847,Night,185,3,2,2,Yes,Mobile
A00348,8.0575,75.3793,2024-12-16,11:09:53,Wednesday,1006,Highway,70,Clear,236,Night,25,2,2,0,No,Fatigue
A00349,11.9657,75.9196,2024-03-17,14:54:26,Friday,778,Residential,30,Clear,1105,Night,129,2,2,3,No,Fatigue
A00350,9.2937,74.2279,2024-05-21,05:10:52,Friday,1124,Highway,60,Overcast,1323,Daylight,90,3,4,0,No,None
A00351,11.7618,76.8471,2024-01-17,05:52:41,Saturday,1718,Residential,40,Clear,920,Night,149,1,2,0,Yes,Alcohol
A00352,8.2734,74.8953,2024-03-30,01:02:07,Thursday,247,Urban,50,Overcast,544,Night,121,3,3,1,Yes,Alcohol
A00353,10.9488,76.3625,2024-02-08,07:14:40,Tuesday,942,Urban,60,Rain,850,Night,135,1,4,3,No,None
A00354,11.9137,74.453,2024-09-28,11:19:23,Tuesday,1453,Urban,60,Rain,1518,Daylight,72,1,2,2,Yes,Fatigue
A00355,10.1253,75.6744,2024-02-25,14:48:16,Saturday,1879,Urban,60,Rain,1927,Night,21,1,1,1,No,Alcohol
A00356,10.9746,74.1764,2024-11-08,09:32:25,Wednesday,1708,Residential,30,Rain,1487,Night,154,2,2,3,No,Alcohol
A00357,11.4182,74.0037,2024-04-25,20:19:16,Monday,777,Urban,70,Fog,690,Daylight,106,1,3,0,Yes,Fatigue
A00358,9.9353,76.9914,2024-12-12,03:22:07,Monday,254,Highway,70,Clear,1711,Night,77,3,2,3,Yes,None
A00359,8.7715,76.9121,2024-03-21,12:05:36,Wednesday,1550,Highway,40,Rain,668,Daylight,150,2,4,2,No,None
A00360,8.2656,75.9911,2024-01-22,10:52:38,Wednesday,416,Highway,60,Clear,247,Daylight,63,1,2,1,No,Mobile
A00361,12.4408,74.074,2024-11-19,18:55:44,Monday,1479,Urban,50,Fog,862,Daylight,155,3,3,1,Yes,Fatigue
A00362,12.1947,76.5697,2024-04-25,20:08:49,Sunday,1817,Highway,40,Fog,1468,Daylight,143,1,2,2,Yes,Alcohol
A00363,9.0389,76.9336,2024-06-26,11:03:40,Saturday,1565,Residential,50,Clear,1710,Daylight,139,2,2,2,Yes,Alcohol
A00364,9.2345,76.8056,2024-03-13,18:00:56,Thursday,1371,Residential,70,Rain,143,Night,13,2,2,3,No,None
A00365,11.9193,77.1066,2024-01-22,17:15:59,Tuesday,589,Urban,70,Rain,193,Daylight,105,1,4,1,No,Alcohol
A00366,9.9499,75.3252,2024-10-09,06:54:56,Friday,1132,Urban,40,Rain,913,Night,158,1,1,2,No,Fatigue
A00367,8.4207,74.7199,2024-12-16,00:37:54,Thursday,428,Residential,60,Overcast,183,Daylight,133,3,1,3,No,Fatigue
A00368,11.6028,75.3057,2024-05-18,12:37:17,Monday,1829,Urban,50,Fog,1022,Night,191,2,1,1,No,Alcohol
A00369,8.1393,75.3605,2024-06-05,14:48:16,Tuesday,1648,Urban,50,Clear,1480,Daylight,150,1,2,3,Yes,None
A00370,10.9294,74.6562,2024-10-15,08:28:47,Thursday,1454,Urban,40,Fog,330,Daylight,175,2,3,2,No,None
A00371,11.6327,76.6895,2024-03-14,21:54:45,Thursday,271,Urban,40,Clear,685,Night,34,1,1,3,No,Mobile
A00372,10.6892,77.1197,2024-07-01,12:23:16,Thursday,1056,Highway,70,Overcast,1760,Daylight,151,2,1,2,No,Fatigue
A00373,10.6977,75.41,2024-02-21,19:53:52,Thursday,625,Highway,40,Rain,1538,Night,86,3,2,1,No,Mobile
A00374,8.8881,76.0568,2024-11-28,17:50:51,Wednesday,1896,Residential,60,Overcast,1527,Daylight,188,1,4,3,No,Alcohol
A00375,8.8189,75.8447,2024-12-21,05:55:20,Tuesday,1662,Residential,60,Fog,465,Night,172,3,1,2,Yes,Fatigue
A00376,11.3131,76.912,2024-02-22,13:23:35,Tuesday,403,Residential,70,Clear,301,Daylight,50,3,1,2,No,Alcohol
A00377,8.938,75.2198,2024-09-02,04:39:14,Tuesday,1413,Highway,30,Rain,359,Night,180,1,2,0,No,Fatigue
A00378,10.6068,77.307,2024-11-22,08:44:37,Thursday,706,Highway,40,Rain,1085,Daylight,62,3,1,3,No,None
A00379,9.3707,74.389,2024-01-12,12:46:52,Thursday,1999,Residential,60,Clear,754,Night,12,3,2,0,Yes,Mobile
A00380,11.8954,74.7057,2024-07-04,18:01:59,Monday,991,Residential,70,Fog,989,Daylight,125,3,1,0,Yes,Mobile
A00381,10.686,74.8732,2024-10-01,14:47:29,Saturday,1804,Highway,40,Rain,1528,Night,173,2,4,2,No,Fatigue
A00382,10.228,76.9347,2024-08-01,07:46:05,Saturday,597,Urban,60,Fog,1591,Night,193,2,4,3,Yes,Alcohol
A00383,9.9948,74.4877,2024-06-15,20:00:20,Sunday,1553,Residential,30,Clear,1967,Daylight,37,1,4,0,Yes,Mobile
A00384,11.1502,77.3516,2024-06-16,20:23:42,Thursday,465,Residential,30,Fog,1065,Daylight,99,1,3,3,No,None
A00385,9.2797,76.9552,2024-07-24,07:23:53,Monday,733,Residential,70,Overcast,1809,Night,174,1,2,2,Yes,Fatigue
A00386,11.8447,75.7508,2024-06-08,05:05:41,Sunday,1403,Residential,60,Fog,1084,Daylight,84,1,2,1,Yes,Fatigue
A00387,12.25,74.158,2024-04-15,12:15:14,Tuesday,761,Residential,70,Fog,943,Night,196,1,4,3,Yes,Alcohol
A00388,11.0026,74.6398,2024-02-14,07:32:26,Sunday,413,Highway,60,Fog,1898,Night,145,3,1,2,Yes,None
A00389,12.0163,76.4149,2024-08-28,16:16:52,Friday,1225,Highway,30,Fog,820,Night,24,1,2,3,Yes,Mobile
A00390,8.873,74.4557,2024-10-06,01:54:19,Wednesday,1934,Highway,30,Overcast,128,Daylight,156,3,2,0,Yes,Alcohol
A00391,9.9681,75.7431,2024-10-24,22:08:29,Sunday,1620,Highway,30,Clear,565,Daylight,66,3,3,0,Yes,Mobile
A00392,10.6436,77.1227,2024-11-07,11:29:12,Tuesday,860,Residential,60,Rain,182,Night,39,1,1,3,No,Alcohol
A00393,8.1725,77.1062,2024-08-02,08:43:07,Sunday,209,Urban,60,Overcast,1122,Daylight,63,3,2,3,No,Mobile
A00394,12.443,74.3037,2024-03-01,04:17:03,Wednesday,1321,Highway,30,Rain,1376,Night,126,3,1,1,Yes,Alcohol
A00395,11.7172,74.1678,2024-01-12,07:11:56,Tuesday,835,Highway,30,Rain,1552,Daylight,15,2,2,2,Yes,None
A00396,12.0536,75.2098,2024-03-18,15:15:51,Wednesday,1708,Highway,70,Clear,1029,Daylight,105,2,1,0,Yes,Fatigue
A00397,11.4421,77.0607,2024-04-20,15:32:59,Wednesday,1967,Urban,30,Clear,343,Daylight,65,2,1,0,Yes,Mobile
A00398,9.1684,76.8056,2024-05-12,01:34:32,Friday,791,Highway,50,Rain,735,Night,181,3,2,3,No,None
A00399,9.2912,74.2187,2024-05-15,01:41:39,Wednesday,1728,Highway,50,Fog,737,Night,164,1,2,2,No,Alcohol
A00400,10.3196,74.046,2024-02-16,18:15:24,Sunday,1321,Highway,70,Fog,110,Night,171,3,4,3,Yes,None
A00401,9.6598,75.6572,2024-04-29,02:46:36,Tuesday,734,Highway,30,Clear,1723,Night,103,3,1,3,No,Fatigue
A00402,8.6544,74.3102,2024-10-15,04:30:26,Friday,353,Urban,30,Rain,1064,Night,166,1,1,1,Yes,Mobile
A00403,9.0302,75.2955,2024-06-03,03:39:17,Monday,887,Urban,30,Clear,609,Night,106,3,3,3,No,None
A00404,12.3647,74.1925,2024-12-30,00:03:16,Tuesday,1391,Highway,70,Overcast,433,Daylight,43,1,1,2,No,None
A00405,10.7983,74.5005,2024-03-07,13:44:25,Saturday,1624,Residential,50,Clear,1831,Daylight,101,2,3,3,No,Mobile
A00406,8.3801,76.1054,2024-03-07,04:33:48,Monday,239,Highway,70,Rain,940,Night,109,2,3,2,Yes,Mobile
A00407,11.1604,74.2391,2024-08-14,14:12:44,Tuesday,1188,Residential,50,Overcast,1265,Daylight,64,1,4,0,No,Alcohol
A00408,9.173,74.3549,2024-11-22,17:42:16,Wednesday,634,Residential,70,Overcast,104,Night,118,1,2,2,Yes,Fatigue
A00409,9.0163,77.2063,2024-12-26,06:04:50,Saturday,1915,Urban,60,Overcast,542,Daylight,28,3,4,2,Yes,None
A00410,9.8823,77.2783,2024-01-31,03:02:57,Monday,1815,Residential,60,Fog,1187,Daylight,97,2,4,0,Yes,Alcohol
A00411,10.787,77.3876,2024-12-19,05:35:53,Friday,1449,Urban,60,Rain,1324,Night,139,1,2,3,No,Alcohol
